label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
1,1.0,1.0,58.0,47.0,43.0,30.0,22.0,16.0,116.663054,48.471998,24.461409,9.198188,5.534111,0.48779,0.151985,0.0267,0.544318,0.096531,1.0
-1,1.0,1.0,29.0,28.0,27.0,27.0,25.0,21.0,6.957107,2.244822,0.099804,0.018425,0.0,0.0,0.0,0.0,0.559267,0.092127,0.0
1,1.0,1.0,61.0,60.0,60.0,57.0,53.0,38.0,42.261483,18.022128,8.845998,0.588095,0.098272,0.003071,0.0,0.0,0.515133,0.075239,0.0
1,1.0,1.0,23.0,23.0,22.0,14.0,9.0,5.0,28.872984,11.024912,3.104465,1.083752,0.553848,0.357086,0.142626,0.014575,0.523488,0.09786,0.0
-1,1.0,1.0,74.0,73.0,73.0,66.0,62.0,41.0,51.112703,13.356251,3.772144,0.255739,0.0,0.0,0.0,0.0,0.547192,0.082202,0.0
1,1.0,1.0,58.0,57.0,56.0,56.0,54.0,43.0,52.80355,31.473528,5.661383,0.31165,0.017227,0.0,0.0,0.0,0.491265,0.076738,0.0
-1,1.0,1.0,49.0,49.0,47.0,45.0,43.0,33.0,16.249863,7.055083,0.570479,0.0,0.0,0.0,0.0,0.0,0.520964,0.129436,0.0
-1,1.0,1.0,47.0,45.0,41.0,39.0,37.0,30.0,88.802964,49.013816,25.011965,6.607696,1.177948,0.074593,0.001554,0.0,0.53816,0.113444,0.0
1,1.0,1.0,24.0,23.0,20.0,18.0,16.0,12.0,128.776696,61.29622,42.974037,9.673157,1.462451,0.296022,0.003116,0.0,0.485478,0.104906,1.0
-1,1.0,0.0,25.0,25.0,25.0,23.0,22.0,18.0,22.480047,13.949995,0.436232,0.116119,0.0,0.0,0.0,0.0,0.551682,0.139657,1.0
1,1.0,1.0,61.0,57.0,56.0,52.0,47.0,37.0,11.42026,5.096388,0.091673,0.009323,0.0,0.0,0.0,0.0,0.523667,0.105657,0.0
