example_id,label
0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,1
16,1
17,0
18,1
19,0
20,0
21,0
22,0
23,1
24,1
25,1
26,0
27,0
28,0
29,0
30,0
31,0
32,1
33,0
34,0
35,0
36,0
37,1
38,0
39,1
40,0
41,1
42,0
43,1
44,0
45,1
46,0
47,0
48,0
49,0
50,1
51,1
52,1
53,0
54,0
55,1
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,1
64,1
65,1
66,1
67,0
68,1
69,1
70,0
71,0
72,1
73,0
74,0
75,1
76,0
77,0
78,1
79,0
80,0
81,1
82,0
83,1
84,0
85,0
86,0
87,0
88,1
89,0
90,0
91,1
92,1
93,0
94,1
95,0
96,0
97,0
98,0
99,1
100,1
101,0
102,0
103,1
104,0
105,0
106,0
107,0
108,0
109,0
110,1
111,0
112,1
113,1
114,0
115,0
116,1
117,1
118,0
119,1
120,0
121,0
122,0
123,0
124,1
125,1
126,1
127,1
128,0
129,0
130,0
131,1
132,1
133,1
134,0
135,1
136,0
137,0
138,1
139,0
140,0
141,0
142,0
143,1
144,0
145,0
146,0
147,0
148,0
149,0
150,1
151,0
152,0
153,0
154,0
155,1
156,1
157,0
158,0
159,0
160,1
161,0
162,0
163,0
164,0
165,1
166,1
167,1
168,0
169,1
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,1
181,0
182,0
183,1
184,0
185,1
186,0
187,0
188,0
189,1
190,1
191,0
192,0
193,0
194,1
195,0
196,0
197,0
198,1
199,0
200,0
201,0
202,0
203,1
204,0
205,0
206,1
207,0
208,0
209,0
210,0
211,0
212,1
213,0
214,0
215,0
216,0
217,0
218,1
219,0
220,0
221,1
222,0
223,0
224,0
225,1
226,0
227,0
228,0
229,1
230,0
231,0
232,1
233,0
234,1
235,1
236,0
237,1
238,0
239,1
240,0
241,0
242,0
243,0
244,1
245,0
246,1
247,1
248,0
249,1
250,1
251,1
252,0
253,1
254,1
255,0
256,0
257,0
258,1
259,1
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,1
277,0
278,0
279,1
280,0
281,0
282,0
283,0
284,0
285,1
286,0
287,1
288,0
289,0
290,1
291,0
292,0
293,0
294,0
295,0
296,0
297,1
298,1
299,1
300,0
301,1
302,1
303,1
304,0
305,1
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,1
314,0
315,1
316,0
317,0
318,0
319,1
320,1
321,1
322,1
323,0
324,1
325,1
326,1
327,1
328,0
329,0
330,1
331,0
332,1
333,0
334,0
335,1
336,0
337,0
338,1
339,0
340,1
341,1
342,0
343,0
344,0
345,0
346,0
347,0
348,1
349,1
350,0
351,1
352,0
353,1
354,0
355,1
356,0
357,1
358,1
359,0
360,0
361,1
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,1
375,1
376,1
377,0
378,0
379,1
380,1
381,1
382,1
383,0
384,1
385,0
386,1
387,1
388,0
389,1
390,0
391,1
392,1
393,0
394,0
395,0
396,0
397,1
398,1
399,0
400,1
401,1
402,1
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,1
412,1
413,0
414,0
415,0
416,0
417,1
418,0
419,0
420,0
421,1
422,0
423,1
424,0
425,1
426,1
427,0
428,0
429,1
430,1
431,1
432,0
433,1
434,0
435,1
436,0
437,0
438,1
439,1
440,0
441,0
442,0
443,0
444,0
445,1
446,0
447,0
448,1
449,0
450,0
451,0
452,0
453,1
454,1
455,0
456,0
457,1
458,1
459,0
460,1
461,1
462,0
463,1
464,0
465,1
466,1
467,0
468,0
469,0
470,1
471,1
472,1
473,1
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,1
482,0
483,1
484,0
485,0
486,1
487,0
488,0
489,1
490,1
491,0
492,1
493,0
494,0
495,1
496,0
497,0
498,0
499,1
500,0
501,0
502,0
503,1
504,1
505,0
506,0
507,1
508,0
509,1
510,0
511,0
512,1
513,1
514,1
515,1
516,0
517,0
518,0
519,0
520,0
521,0
522,1
523,1
524,0
525,0
526,1
527,0
528,0
529,1
530,1
531,0
532,0
533,1
534,0
535,1
536,0
537,1
538,0
539,1
540,1
541,0
542,0
543,1
544,0
545,1
546,0
547,0
548,1
549,1
550,0
551,1
552,0
553,0
554,0
555,0
556,1
557,0
558,0
559,1
560,0
561,1
562,0
563,0
564,1
565,0
566,0
567,0
568,1
569,0
570,1
571,0
572,0
573,0
574,1
575,0
576,1
577,0
578,0
579,0
580,1
581,0
582,0
583,1
584,1
585,1
586,0
587,1
588,0
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,0
597,1
598,0
599,1
600,0
601,1
602,1
603,0
604,0
605,1
606,1
607,1
608,0
609,0
610,0
611,1
612,1
613,0
614,0
615,1
616,0
617,1
618,0
619,0
620,0
621,0
622,0
623,0
624,1
625,1
626,0
627,1
628,0
629,0
630,1
631,0
632,0
633,0
634,1
635,1
636,0
637,1
638,0
639,0
640,0
641,1
642,1
643,0
644,0
645,0
646,1
647,0
648,0
649,0
650,0
651,1
652,1
653,0
654,1
655,0
656,1
657,0
658,0
659,0
660,1
661,1
662,0
663,0
664,0
665,0
666,0
667,1
668,1
669,1
670,0
671,0
672,1
673,0
674,1
675,1
676,0
677,0
678,0
679,0
680,1
681,0
682,0
683,1
684,1
685,0
686,0
687,0
688,0
689,0
690,1
691,0
692,0
693,1
694,0
695,1
696,1
697,0
698,0
699,1
700,1
701,1
702,1
703,0
704,1
705,1
706,0
707,0
708,1
709,1
710,0
711,1
712,0
713,0
714,0
715,0
716,1
717,0
718,0
719,0
720,0
721,0
722,1
723,0
724,0
725,0
726,0
727,1
728,1
729,0
730,1
731,1
732,0
733,0
734,0
735,0
736,0
737,0
738,1
739,0
740,0
741,0
742,1
743,1
744,0
745,0
746,0
747,0
748,1
749,0
750,0
751,0
752,1
753,0
754,0
755,0
756,0
757,0
758,1
759,1
760,0
761,0
762,0
763,0
764,0
765,0
766,1
767,1
768,0
769,0
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,1
778,0
779,0
780,0
781,0
782,1
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,1
793,0
794,1
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,1
806,0
807,0
808,1
809,0
810,0
811,1
812,1
813,0
814,0
815,0
816,0
817,1
818,1
819,0
820,0
821,0
822,1
823,1
824,0
825,0
826,0
827,1
828,1
829,0
830,1
831,1
832,1
833,0
834,0
835,0
836,0
837,0
838,1
839,1
840,0
841,0
842,1
843,1
844,0
845,0
846,1
847,1
848,0
849,0
850,0
851,0
852,1
853,0
854,0
855,1
856,1
857,0
858,0
859,0
860,0
861,1
862,1
863,0
864,1
865,0
866,0
867,1
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,1
880,0
881,1
882,1
883,0
884,0
885,1
886,1
887,0
888,0
889,0
890,1
891,0
892,0
893,0
894,0
895,1
896,1
897,0
898,1
899,0
900,1
901,1
902,0
903,1
904,0
905,1
906,0
907,0
908,0
909,1
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,1
921,1
922,1
923,0
924,1
925,0
926,0
927,0
928,0
929,0
930,0
931,1
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,1
944,0
945,1
946,0
947,1
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,1
956,0
957,0
958,0
959,1
960,1
961,1
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,1
972,0
973,0
974,1
975,0
976,0
977,0
978,0
979,0
980,1
981,0
982,1
983,1
984,1
985,1
986,0
987,0
988,0
989,0
990,0
991,1
992,1
993,1
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
1001,0
1002,1
1003,1
1004,0
1005,0
1006,0
1007,0
1008,1
1009,1
1010,1
1011,1
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,1
1020,0
1021,0
1022,0
1023,0
1024,1
1025,0
1026,1
1027,1
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,1
1036,1
1037,0
1038,0
1039,1
1040,1
1041,0
1042,0
1043,0
1044,1
1045,0
1046,0
1047,1
1048,0
1049,1
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,1
1057,0
1058,0
1059,0
1060,0
1061,1
1062,0
1063,1
1064,0
1065,0
1066,1
1067,1
1068,0
1069,0
1070,0
1071,0
1072,0
1073,1
1074,0
1075,1
1076,0
1077,0
1078,0
1079,0
1080,1
1081,0
1082,0
1083,1
1084,0
1085,0
1086,1
1087,1
1088,1
1089,1
1090,0
1091,1
1092,0
1093,0
1094,1
1095,1
1096,0
1097,1
1098,1
1099,1
1100,0
1101,0
1102,1
1103,0
1104,0
1105,1
1106,0
1107,0
1108,0
1109,0
1110,1
1111,1
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,1
1125,1
1126,0
1127,0
1128,1
1129,0
1130,0
1131,1
1132,0
1133,1
1134,0
1135,1
1136,1
1137,1
1138,0
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,1
1146,0
1147,0
1148,0
1149,0
1150,1
1151,0
1152,1
1153,0
1154,0
1155,1
1156,0
1157,1
1158,1
1159,1
1160,0
1161,0
1162,0
1163,1
1164,0
1165,0
1166,0
1167,0
1168,1
1169,1
1170,0
1171,0
1172,0
1173,1
1174,0
1175,0
1176,0
1177,0
1178,1
1179,0
1180,1
1181,0
1182,1
1183,0
1184,1
1185,0
1186,1
1187,0
1188,1
1189,0
1190,1
1191,0
1192,0
1193,0
1194,1
1195,1
1196,0
1197,0
1198,1
1199,1
1200,0
1201,0
1202,0
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,0
1210,0
1211,1
1212,1
1213,0
1214,0
1215,1
1216,0
1217,1
1218,1
1219,0
1220,1
1221,1
1222,1
1223,1
1224,1
1225,0
1226,0
1227,0
1228,1
1229,0
