example_id,label
0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,1
13,1
14,0
15,0
16,1
17,0
18,1
19,0
20,0
21,1
22,0
23,1
24,1
25,1
26,1
27,0
28,1
29,0
30,1
31,1
32,1
33,0
34,0
35,0
36,1
37,1
38,0
39,0
40,1
41,1
42,0
43,1
44,0
45,1
46,1
47,0
48,0
49,0
50,1
51,0
52,1
53,0
54,0
55,1
56,1
57,0
58,1
59,1
60,0
61,0
62,1
63,1
64,0
65,1
66,1
67,0
68,1
69,1
70,0
71,0
72,1
73,0
74,0
75,0
76,1
77,0
78,1
79,0
80,0
81,1
82,0
83,0
84,0
85,0
86,0
87,0
88,1
89,1
90,1
91,1
92,1
93,0
94,0
95,0
96,1
97,1
98,0
99,1
100,1
101,1
102,0
103,0
104,0
105,0
106,0
107,1
108,0
109,0
110,1
111,0
112,1
113,1
114,0
115,0
116,1
117,1
118,0
119,1
120,0
121,0
122,1
123,1
124,1
125,1
126,0
127,0
128,0
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,0
137,0
138,1
139,0
140,0
141,0
142,0
143,1
144,0
145,0
146,0
147,0
148,1
149,0
150,0
151,0
152,0
153,0
154,0
155,1
156,0
157,0
158,0
159,1
160,1
161,1
162,0
163,1
164,0
165,0
166,1
167,0
168,1
169,1
170,0
171,1
172,1
173,1
174,0
175,1
176,1
177,0
178,0
179,0
180,1
181,1
182,0
183,1
184,0
185,1
186,0
187,1
188,1
189,1
190,1
191,0
192,0
193,0
194,1
195,1
196,0
197,1
198,1
199,0
200,1
201,0
202,0
203,1
204,1
205,0
206,1
207,1
208,0
209,1
210,0
211,0
212,1
213,1
214,1
215,0
216,0
217,1
218,1
219,0
220,0
221,1
222,0
223,1
224,0
225,1
226,1
227,0
228,1
229,1
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,1
238,0
239,1
240,0
241,1
242,0
243,0
244,1
245,0
246,0
247,1
248,0
249,1
250,0
251,0
252,0
253,1
254,1
255,0
256,1
257,1
258,1
259,1
260,0
261,0
262,1
263,1
264,0
265,0
266,1
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,1
275,1
276,1
277,0
278,0
279,1
280,1
281,0
282,1
283,1
284,1
285,1
286,0
287,1
288,0
289,0
290,1
291,1
292,1
293,0
294,1
295,0
296,0
297,1
298,1
299,1
300,0
301,1
302,1
303,1
304,0
305,0
306,1
307,1
308,1
309,0
310,0
311,0
312,0
313,1
314,0
315,1
316,1
317,1
318,0
319,1
320,0
321,1
322,1
323,0
324,1
325,0
326,1
327,0
328,0
329,0
330,0
331,0
332,1
333,0
334,0
335,1
336,0
337,0
338,0
339,1
340,1
341,1
342,0
343,0
344,0
345,0
346,1
347,0
348,1
349,0
350,1
351,1
352,0
353,0
354,0
355,0
356,0
357,0
358,1
359,0
360,1
361,1
362,1
363,1
364,1
365,0
366,1
367,0
368,1
369,0
370,1
371,0
372,0
373,1
374,1
375,0
376,0
377,0
378,1
379,0
380,1
381,1
382,1
383,1
384,0
385,1
386,1
387,1
388,1
389,1
390,0
391,0
392,1
393,1
394,0
395,1
396,0
397,1
398,1
399,0
400,1
401,1
402,1
403,0
404,1
405,0
406,1
407,0
408,0
409,0
410,0
411,1
412,1
413,1
414,0
415,1
416,1
417,1
418,1
419,1
420,1
421,0
422,1
423,1
424,0
425,1
426,1
427,0
428,0
429,1
430,1
431,1
432,0
433,0
434,1
435,1
436,0
437,1
438,1
439,1
440,0
441,0
442,0
443,1
444,0
445,1
446,0
447,0
448,0
449,0
450,0
451,0
452,1
453,1
454,1
455,1
456,0
457,1
458,1
459,0
460,1
461,1
462,1
463,1
464,0
465,1
466,1
467,0
468,0
469,1
470,1
471,0
472,1
473,1
474,0
475,1
476,0
477,1
478,0
479,0
480,0
481,1
482,0
483,1
484,1
485,1
486,0
487,0
488,0
489,1
490,1
491,1
492,1
493,1
494,0
495,1
496,1
497,1
498,1
499,0
500,0
501,0
502,1
503,1
504,1
505,0
506,1
507,0
508,0
509,1
510,1
511,1
512,0
513,1
514,1
515,1
516,0
517,0
518,0
519,0
520,0
521,1
522,1
523,1
524,0
525,0
526,0
527,0
528,0
529,1
530,1
531,0
532,0
533,0
534,0
535,1
536,0
537,1
538,0
539,1
540,0
541,0
542,0
543,0
544,0
545,1
546,1
547,0
548,1
549,1
550,1
551,1
552,0
553,0
554,0
555,1
556,1
557,0
558,0
559,0
560,0
561,1
562,0
563,0
564,1
565,0
566,1
567,0
568,1
569,0
570,1
571,1
572,0
573,1
574,1
575,1
576,1
577,1
578,1
579,0
580,1
581,0
582,0
583,1
584,0
585,1
586,1
587,0
588,0
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,0
599,1
600,0
601,1
602,1
603,0
604,0
605,1
606,1
607,1
608,0
609,1
610,1
611,1
612,1
613,0
614,0
615,1
616,1
617,1
618,0
619,0
620,1
621,1
622,0
623,0
624,0
625,1
626,1
627,0
628,0
629,0
630,1
631,0
632,0
633,1
634,1
635,1
636,1
637,1
638,0
639,0
640,0
641,1
642,1
643,0
644,0
645,0
646,0
647,0
648,1
649,0
650,0
651,0
652,1
653,0
654,0
655,0
656,1
657,1
658,0
659,0
660,1
661,1
662,0
663,1
664,1
665,1
666,1
667,1
668,0
669,1
670,0
671,0
672,1
673,1
674,1
675,1
676,0
677,0
678,1
679,0
680,1
681,0
682,0
683,1
684,0
685,0
686,0
687,0
688,0
689,0
690,1
691,1
692,1
693,1
694,0
695,1
696,1
697,1
698,0
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,0
707,0
708,1
709,1
710,1
711,1
712,1
713,1
714,0
715,0
716,1
717,0
718,1
719,1
720,0
721,1
722,1
723,0
724,1
725,1
726,0
727,0
728,1
729,0
730,1
731,1
732,0
733,1
734,1
735,0
736,1
737,0
738,1
739,0
740,0
741,1
742,1
743,1
744,0
745,1
746,0
747,1
748,1
749,0
750,1
751,1
752,1
753,0
754,1
755,0
756,1
757,1
758,1
759,1
760,0
761,0
762,1
763,0
764,0
765,1
766,1
767,1
768,0
769,0
770,1
771,1
772,1
773,1
774,0
775,0
776,1
777,0
778,1
779,1
780,0
781,0
782,1
783,0
784,1
785,1
786,1
787,0
788,1
789,0
790,0
791,0
792,1
793,1
794,1
795,0
796,1
797,0
798,0
799,0
800,0
801,0
802,0
803,1
804,1
805,1
806,0
807,0
808,1
809,0
810,0
811,0
812,1
813,1
814,0
815,0
816,1
817,1
818,1
819,0
820,1
821,0
822,1
823,1
824,1
825,1
826,0
827,1
828,0
829,1
830,1
831,1
832,1
833,0
834,0
835,0
836,0
837,0
838,0
839,1
840,1
841,1
842,1
843,0
844,1
845,0
846,1
847,1
848,0
849,0
850,1
851,1
852,1
853,0
854,1
855,1
856,0
857,0
858,1
859,1
860,0
861,1
862,0
863,1
864,1
865,0
866,1
867,1
868,1
869,0
870,0
871,1
872,0
873,0
874,0
875,1
876,0
877,0
878,1
879,1
880,0
881,1
882,1
883,0
884,0
885,1
886,1
887,0
888,1
889,0
890,1
891,0
892,0
893,1
894,0
895,0
896,1
897,0
898,1
899,1
900,1
901,1
902,0
903,1
904,0
905,1
906,1
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,1
917,0
918,0
919,0
920,1
921,0
922,1
923,0
924,0
925,0
926,0
927,0
928,0
929,1
930,0
931,1
932,0
933,0
934,0
935,0
936,1
937,0
938,0
939,0
940,1
941,1
942,0
943,1
944,0
945,1
946,0
947,1
948,1
949,1
950,0
951,0
952,1
953,1
954,0
955,0
956,1
957,0
958,0
959,1
960,1
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,1
972,0
973,0
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,0
983,1
984,1
985,0
986,1
987,0
988,0
989,1
990,1
991,1
992,0
993,1
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
1001,0
1002,1
1003,1
1004,1
1005,0
1006,0
1007,0
1008,1
1009,1
1010,1
1011,1
1012,0
1013,1
1014,0
1015,0
1016,1
1017,1
1018,0
1019,1
1020,0
1021,1
1022,0
1023,0
1024,1
1025,0
1026,1
1027,0
1028,1
1029,0
1030,1
1031,0
1032,0
1033,0
1034,0
1035,0
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,0
1044,1
1045,0
1046,0
1047,1
1048,1
1049,1
1050,0
1051,0
1052,0
1053,0
1054,0
1055,1
1056,1
1057,1
1058,1
1059,0
1060,1
1061,1
1062,0
1063,1
1064,1
1065,0
1066,1
1067,1
1068,0
1069,0
1070,0
1071,1
1072,1
1073,1
1074,1
1075,0
1076,1
1077,0
1078,0
1079,1
1080,1
1081,0
1082,1
1083,1
1084,0
1085,0
1086,1
1087,0
1088,1
1089,1
1090,1
1091,1
1092,0
1093,1
1094,1
1095,1
1096,0
1097,1
1098,1
1099,1
1100,0
1101,0
1102,0
1103,0
1104,0
1105,1
1106,1
1107,1
1108,0
1109,0
1110,1
1111,1
1112,0
1113,0
1114,0
1115,1
1116,1
1117,0
1118,1
1119,1
1120,0
1121,0
1122,1
1123,0
1124,1
1125,0
1126,0
1127,1
1128,0
1129,1
1130,0
1131,0
1132,0
1133,0
1134,1
1135,1
1136,1
1137,1
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,1
1147,1
1148,0
1149,0
1150,0
1151,0
1152,1
1153,1
1154,0
1155,1
1156,0
1157,1
1158,1
1159,1
1160,0
1161,0
1162,1
1163,0
1164,0
1165,1
1166,0
1167,1
1168,1
1169,1
1170,1
1171,1
1172,0
1173,1
1174,0
1175,1
1176,1
1177,1
1178,1
1179,0
1180,1
1181,0
1182,1
1183,1
1184,1
1185,0
1186,1
1187,0
1188,1
1189,1
1190,0
1191,0
1192,0
1193,0
1194,1
1195,0
1196,0
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,0
1205,1
1206,0
1207,0
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,1
1219,0
1220,1
1221,1
1222,1
1223,1
1224,1
1225,0
1226,0
1227,0
1228,1
1229,1
