example_id,label
0,1
1,1
2,0
3,1
4,0
5,0
6,1
7,1
8,0
9,1
10,1
11,0
12,0
13,1
14,0
15,0
16,1
17,1
18,1
19,1
20,0
21,1
22,0
23,1
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,0
32,1
33,1
34,0
35,0
36,1
37,1
38,1
39,0
40,1
41,1
42,0
43,1
44,0
45,1
46,0
47,1
48,0
49,1
50,1
51,1
52,1
53,0
54,0
55,1
56,1
57,1
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,1
72,1
73,0
74,1
75,0
76,1
77,0
78,1
79,0
80,0
81,1
82,1
83,1
84,0
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,0
97,1
98,1
99,1
100,1
101,1
102,0
103,1
104,0
105,0
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,0
118,0
119,0
120,0
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,0
131,1
132,1
133,1
134,0
135,1
136,0
137,1
138,1
139,1
140,1
141,1
142,0
143,1
144,1
145,0
146,1
147,1
148,0
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,0
157,0
158,1
159,1
160,0
161,1
162,1
163,1
164,0
165,1
166,1
167,1
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,0
178,1
179,0
180,0
181,1
182,0
183,1
184,1
185,1
186,1
187,1
188,1
189,0
190,1
191,1
192,1
193,1
194,0
195,0
196,1
197,1
198,1
199,0
200,1
201,1
202,0
203,1
204,1
205,1
206,1
207,1
208,0
209,1
210,0
211,1
212,1
213,1
214,1
215,0
216,1
217,1
218,1
219,1
220,1
221,0
222,1
223,0
224,0
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,0
234,1
235,0
236,0
237,1
238,1
239,1
240,1
241,1
242,1
243,0
244,1
245,0
246,0
247,1
248,1
249,1
250,0
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,0
265,0
266,0
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,0
278,1
279,0
280,1
281,1
282,1
283,0
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,0
292,1
293,0
294,1
295,1
296,1
297,1
298,0
299,1
300,0
301,1
302,1
303,0
304,0
305,1
306,1
307,1
308,1
309,1
310,1
311,0
312,1
313,1
314,1
315,1
316,1
317,1
318,0
319,1
320,1
321,0
322,1
323,1
324,1
325,0
326,1
327,1
328,0
329,0
330,1
331,0
332,1
333,1
334,0
335,0
336,0
337,0
338,1
339,0
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,0
354,1
355,1
356,1
357,1
358,1
359,1
360,0
361,1
362,0
363,1
364,1
365,1
366,1
367,0
368,1
369,1
370,1
371,0
372,0
373,1
374,1
375,1
376,1
377,0
378,1
379,1
380,1
381,1
382,1
383,1
384,0
385,1
386,1
387,1
388,0
389,1
390,1
391,1
392,1
393,0
394,0
395,0
396,1
397,1
398,0
399,1
400,1
401,1
402,1
403,1
404,0
405,1
406,0
407,1
408,1
409,0
410,0
411,1
412,1
413,0
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,0
425,1
426,0
427,0
428,0
429,1
430,1
431,1
432,0
433,1
434,1
435,1
436,0
437,1
438,1
439,1
440,0
441,1
442,1
443,1
444,1
445,0
446,1
447,0
448,1
449,1
450,0
451,0
452,1
453,0
454,1
455,1
456,1
457,0
458,1
459,0
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,0
475,0
476,0
477,0
478,1
479,1
480,1
481,0
482,1
483,0
484,1
485,1
486,1
487,0
488,0
489,1
490,0
491,0
492,0
493,1
494,0
495,0
496,1
497,0
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,0
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,0
522,0
523,0
524,1
525,0
526,1
527,1
528,1
529,1
530,1
531,1
532,0
533,1
534,1
535,0
536,0
537,1
538,1
539,0
540,1
541,0
542,1
543,0
544,0
545,1
546,1
547,1
548,1
549,0
550,1
551,1
552,0
553,0
554,1
555,1
556,1
557,0
558,1
559,1
560,1
561,1
562,1
563,0
564,1
565,1
566,1
567,1
568,1
569,0
570,1
571,1
572,1
573,0
574,1
575,0
576,0
577,1
578,0
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,0
592,1
593,0
594,0
595,1
596,1
597,1
598,1
599,1
600,0
601,1
602,1
603,1
604,0
605,1
606,1
607,1
608,0
609,1
610,0
611,1
612,1
613,0
614,0
615,0
616,0
617,1
618,0
619,1
620,0
621,1
622,0
623,1
624,1
625,0
626,0
627,0
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,0
638,1
639,1
640,1
641,0
642,1
643,0
644,1
645,0
646,0
647,1
648,1
649,1
650,1
651,1
652,1
653,0
654,1
655,0
656,1
657,0
658,0
659,1
660,1
661,1
662,0
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,0
672,1
673,1
674,1
675,0
676,0
677,0
678,0
679,1
680,1
681,0
682,1
683,1
684,1
685,1
686,0
687,0
688,1
689,0
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,0
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,0
715,1
716,1
717,1
718,1
719,0
720,0
721,0
722,1
723,0
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,0
735,1
736,1
737,1
738,1
739,1
740,0
741,1
742,1
743,0
744,1
745,1
746,1
747,0
748,1
749,0
750,1
751,0
752,1
753,1
754,1
755,0
756,1
757,1
758,0
759,1
760,0
761,1
762,1
763,0
764,1
765,1
766,0
767,1
768,0
769,1
770,1
771,1
772,0
773,0
774,0
775,1
776,1
777,0
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,0
788,1
789,1
790,0
791,1
792,0
793,1
794,1
795,0
796,1
797,0
798,0
799,1
800,1
801,0
802,1
803,0
804,1
805,1
806,1
807,1
808,0
809,1
810,1
811,1
