example_id,label
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,0
8,0
9,0
10,0
11,1
12,1
13,1
14,0
15,0
16,1
17,0
18,1
19,0
20,0
21,1
22,0
23,0
24,1
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,1
33,0
34,1
35,0
36,0
37,1
38,1
39,0
40,1
41,1
42,0
43,0
44,0
45,1
46,0
47,0
48,0
49,0
50,1
51,0
52,0
53,0
54,1
55,1
56,0
57,1
58,1
59,0
60,1
61,0
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,0
77,1
78,0
79,0
80,0
81,1
82,1
83,0
84,0
85,0
86,1
87,0
88,1
89,0
90,0
91,1
92,1
93,1
94,1
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,1
103,1
104,0
105,0
106,0
107,0
108,1
109,1
110,1
111,1
112,1
113,1
114,0
115,0
116,0
117,1
118,0
119,0
120,0
121,0
122,1
123,0
124,0
125,1
126,1
127,1
128,1
129,0
130,0
131,1
132,1
133,1
134,0
135,1
136,0
137,0
138,0
139,0
140,1
141,0
142,0
143,1
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,1
152,0
153,1
154,0
155,0
156,0
157,0
158,0
159,0
160,1
161,0
162,1
163,0
164,0
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,0
174,0
175,1
176,0
177,1
178,0
179,0
180,0
181,0
182,1
183,0
184,1
185,0
186,1
187,0
188,0
189,1
190,0
191,0
192,1
193,0
194,0
195,1
196,0
197,0
198,1
199,0
200,1
201,0
202,0
203,0
204,0
205,1
206,0
207,1
208,0
209,0
210,0
211,0
212,0
213,1
214,0
215,1
216,1
217,0
218,0
219,0
220,0
221,1
222,0
223,0
224,1
225,1
226,0
227,0
228,0
229,1
230,0
231,0
232,1
233,0
234,0
235,1
236,1
237,0
238,0
239,1
240,0
241,0
242,0
243,1
244,1
245,1
246,1
247,0
248,1
249,1
250,0
251,1
252,0
253,0
254,1
255,0
256,0
257,0
258,1
259,1
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,1
272,0
273,1
274,0
275,0
276,1
277,0
278,1
279,0
280,1
281,0
282,1
283,0
284,0
285,1
286,1
287,1
288,0
289,1
290,1
291,0
292,0
293,0
294,1
295,0
296,1
297,1
298,0
299,0
300,1
301,0
302,0
303,0
304,0
305,1
306,1
307,1
308,1
309,1
310,0
311,0
312,0
313,0
314,0
315,1
316,0
317,0
318,0
319,0
320,0
321,0
322,1
323,0
324,1
325,0
326,1
327,1
328,1
329,0
330,1
331,0
332,1
333,0
334,0
335,0
336,1
337,0
338,1
339,0
340,1
341,0
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,0
350,1
351,1
352,1
353,1
354,0
355,1
356,0
357,1
358,1
359,1
360,1
361,1
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,1
371,1
372,0
373,1
374,1
375,0
376,0
377,0
378,0
379,1
380,1
381,1
382,1
383,0
384,0
385,0
386,1
387,0
388,0
389,1
390,0
391,1
392,0
393,0
394,0
395,0
396,1
397,0
398,0
399,1
400,0
401,1
402,1
403,0
404,1
405,1
406,1
407,0
408,0
409,0
410,0
411,1
412,1
413,0
414,1
415,1
416,0
417,1
418,1
419,1
420,1
421,1
422,0
423,1
424,0
425,1
426,0
427,0
428,1
429,1
430,0
431,0
432,0
433,0
434,1
435,0
436,0
437,0
438,1
439,1
440,0
441,1
442,0
443,1
444,0
445,1
446,0
447,1
448,0
449,1
450,1
451,1
452,1
453,0
454,1
455,1
456,1
457,0
458,0
459,0
460,0
461,1
462,0
463,0
464,1
465,0
466,0
467,0
468,0
469,1
470,0
471,1
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,1
481,0
482,1
483,1
484,1
485,1
486,1
487,0
488,0
489,1
490,1
491,1
492,0
493,1
494,0
495,0
496,1
497,1
498,1
499,1
500,0
501,0
502,0
503,0
504,1
505,1
506,0
507,1
508,1
509,0
510,0
511,1
512,0
513,0
514,0
515,1
516,1
517,0
518,1
519,1
520,0
521,1
522,1
523,0
524,0
525,0
526,0
527,0
528,1
529,0
530,1
531,0
532,0
533,0
534,1
535,0
536,1
537,1
538,1
539,0
540,1
541,0
542,0
543,0
544,1
545,1
546,1
547,0
548,1
549,1
550,1
551,0
552,0
553,0
554,0
555,0
556,1
557,0
558,1
559,0
560,1
561,0
562,1
563,1
564,1
565,1
566,1
567,0
568,1
569,0
570,0
571,0
572,1
573,0
574,0
575,1
576,0
577,1
578,0
579,0
580,1
581,0
582,1
583,1
584,1
585,0
586,1
587,0
588,0
589,1
590,1
591,1
592,0
593,0
594,1
595,1
596,0
597,1
598,1
599,1
600,0
601,0
602,0
603,0
604,0
605,0
606,1
607,1
608,0
609,0
610,0
611,1
612,1
613,0
614,0
615,0
616,1
617,1
618,0
619,0
620,0
621,0
622,1
623,1
624,1
625,0
626,0
627,1
628,1
629,0
630,1
631,1
632,1
633,1
634,1
635,1
636,0
637,0
638,1
639,1
640,0
641,0
642,1
643,0
644,1
645,0
646,1
647,1
648,1
649,1
650,0
651,1
652,1
653,1
654,1
655,0
656,0
657,0
658,1
659,0
660,1
661,0
662,1
663,1
664,1
665,1
666,0
667,1
668,0
669,0
670,0
671,1
672,0
673,1
674,1
675,0
676,1
677,0
678,1
679,1
680,1
681,1
682,0
683,1
684,1
685,0
686,0
687,1
688,0
689,1
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,1
699,0
700,1
701,1
702,0
703,1
704,1
705,1
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,1
716,1
717,1
718,1
719,1
720,0
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,0
729,0
730,1
731,1
732,1
733,1
734,1
735,0
736,1
737,0
738,1
739,0
740,1
741,0
742,0
743,1
744,1
745,1
746,1
747,1
748,1
749,0
750,1
751,1
752,0
753,1
754,1
755,1
756,0
757,1
758,0
759,1
760,0
761,0
762,1
763,0
764,0
765,1
766,0
767,1
768,0
769,1
770,1
771,0
772,0
773,0
774,1
775,0
776,0
777,0
778,0
779,1
780,1
781,0
782,1
783,1
784,0
785,1
786,0
787,1
788,0
789,0
790,0
791,0
792,0
793,1
794,1
795,1
796,1
797,0
798,1
799,0
800,0
801,1
802,1
803,1
804,0
805,1
806,1
807,0
808,1
809,1
810,1
811,1
